"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/08 5:09:08 PM GMT +3","lSWRgVL@fakegmail.com","Alyssa 133","11","Keskkonnakeemia 2. periood","Finantsmõtlemine","Astrofüüsika 2. periood","Hiina keel 1","Labortöid füüsikas 10. ja 11. klassile","Linux Raspberry Pi näitel","Ajakirjanduse alused","Küberkaitse 1","Muusikaline kirjaoskus","Sissejuhatus ehitusinseneeriasse","Statistiline maailmapilt","Sissejuhatus ehitusinseneeriasse","Loogika 4. periood","Klassikaline skulptuur","Loominguline joonistamine 2","Ei taha","Majandusõpe","Psühholoogia alused","Filosoofia 2","3D-modelleerimine 5. periood","Laboratoorsed tööd bioloogias","Projektikirjutamisõpe","Riigikaitse 2","CAD joonestamine"
"2020/07/08 5:09:12 PM GMT +3","iUzaQFy@fakegmail.com","Olivia 134","10","Ei taha","Loogika 2. periood","Globaliseeruv maailm","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Soome keel 1","Küberkaitse 1","Ei taha","Programmeerimine keeles Java 1","Fotograafia 1","Veebidisain","Keskkonnakeemia 3. periood","Köögifüüsika","Kujutav geomeetria","Köögifüüsika","Ei taha","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Ei taha","Tänavakunst","Majandusmatemaatika elemendid","Mobiilirakenduste loomine (APP Inventor)","Projektikirjutamisõpe","Riigikaitse 2"
"2020/07/08 5:09:17 PM GMT +3","YnPrhnP@fakegmail.com","Emily 135","11","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Finantsmõtlemine","Õpioskused","Meediakursus","Astronoomia","3D-modelleerimine 3. periood","Programmeerimine keeles Java 1","Ladina keel 1","Statistiline maailmapilt","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Programmeerimine keeles Python 2","Loodusteadused, tehnoloogia ja ühiskond","Praktiline kommunikatsioon","Millest ELU koosneb?","Riigikaitse 1","Arvutivõrkude alused","Ettevõtlusõpe 5. periood","Tänavakunst","3D-modelleerimine 5. periood","Projektikirjutamisõpe","Projektikirjutamisõpe","Riigikaitse 2"
"2020/07/08 5:09:22 PM GMT +3","RBMaFYq@fakegmail.com","Lauren 136","10","Keskkonnakeemia 2. periood","Ei taha","Joonestamine 2. periood","Ei taha","Meediakursus","Hispaania keel 1","Ajakirjanduse alused","Loomade käitumine 3. periood","Natuurist joonistamine","Teadusajalugu 3. periood","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Kujutav geomeetria","Köögifüüsika","Loomade käitumine 4. periood","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Meditsiinikursus","Tänavakunst","Ettevõtlusõpe 5. periood","Laboratoorsed tööd bioloogias","CAD joonestamine","Karjääriõpetus","Ajakirjanduse praktika"
"2020/07/08 5:09:26 PM GMT +3","PxYKPdD@fakegmail.com","Olivia 137","12","Programmeerimine keeles Python 1 hommikul","Finantsmõtlemine","Globaliseeruv maailm","Ei taha","Soome keel 1","Linux Raspberry Pi näitel","Loomade käitumine 3. periood","3D-modelleerimine 3. periood","Ladina keel 1","Inimene ja ühiskond 3. periood","Fotograafia 1","Veebidisain","Loodusteadused, tehnoloogia ja ühiskond","Loogika 4. periood","Loogika 4. periood","Psühholoogia alused","Psühholoogia alused","Riigikaitse 1","Programmeerimine keeles Java 2","Ei taha","Globaalne keskkond","Ajakirjanduse praktika","Riigikaitse 2","Ajakirjanduse praktika"
"2020/07/08 5:09:31 PM GMT +3","IKgyggz@fakegmail.com","Olivia 138","11","Astrofüüsika 2. periood","Keskkonnakeemia 2. periood","Loominguline joonestamine 1","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Õpioskused","Ei taha","Loomade käitumine 3. periood","Natuurist joonistamine","Fotograafia 1","Statistiline maailmapilt","Fotograafia 1","Kujutav geomeetria","Loominguline joonistamine 2","Loomade käitumine 4. periood","Ei taha","Riigikaitse 1","Majandusõpe","Programmeerimine keeles Java 2","Tänavakunst","Laboratoorsed tööd bioloogias","Ajakirjanduse praktika","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:09:36 PM GMT +3","TwLslDz@fakegmail.com","Kayla 139","12","Värvus ja kompositsioon","Loogika 2. periood","Globaliseeruv maailm","Labortöid füüsikas 10. ja 11. klassile","Inimene ja õigus","Linux Raspberry Pi näitel","Ajakirjanduse alused","Ei taha","3D-modelleerimine 3. periood","Veebidisain","Statistiline maailmapilt","Veebidisain","Ei taha","Kasutame füüsikat!","Kasutame füüsikat!","Arvutivõrkude alused","Ei taha","Psühholoogia alused","3D-modelleerimine 5. periood","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Mobiilirakenduste loomine (APP Inventor)","Ei taha","Ei taha"
"2020/07/08 5:09:40 PM GMT +3","eGZSjiE@fakegmail.com","Ashley 140","11","Orgaaniline arhitektuur","Ei taha","Planimeetria alused","Õpioskused","Programmeerimine keeles Python 1 õhtul","Labortöid füüsikas 10. ja 11. klassile","Keemilised elemendid","3D-modelleerimine 3. periood","Ajakirjanduse alused","Teadusajalugu 3. periood","Turundus","Ettevõtlusõpe 3. periood","Joonestamine 4. periood","Kujutav geomeetria","Kujutav geomeetria","Arvutivõrkude alused","Ei taha","Inimene ja ühiskond 4. periood","Raamatukunst","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Karjääriõpetus","Teadusajalugu 5. periood","CAD joonestamine"
"2020/07/08 5:09:45 PM GMT +3","ISiZpuC@fakegmail.com","Elizabeth 141","11","Loominguline joonestamine 1","Geoinformaatika","Loogika 2. periood","Prantsuse keel 1","Ei taha","Astronoomia","Muusikaline kirjaoskus","Ajakirjanduse alused","Programmeerimine keeles Java 1","Turundus","Veebidisain","Statistiline maailmapilt","Loogika 4. periood","Loominguline joonistamine 2","Loogika 4. periood","Teater Vanemuise kultuuritänavas","Teater Vanemuise kultuuritänavas","Millest ELU koosneb?","Programmeerimine keeles Java 2","Ei taha","Raamatukunst","Riigikaitse 2","Projektikirjutamisõpe","Ajakirjanduse praktika"
"2020/07/08 5:09:51 PM GMT +3","SIbIOmU@fakegmail.com","Emma 142","12","Loominguline joonestamine 1","Globaliseeruv maailm","Värvus ja kompositsioon","Inimene ja õigus","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Keemilised elemendid","Ajakirjanduse alused","Küberkaitse 1","Ettevõtlusõpe 3. periood","Fotograafia 1","Inimene ja ühiskond 3. periood","Joonestamine 4. periood","Joonestamine 4. periood","Kujutav geomeetria","Millest ELU koosneb?","Millest ELU koosneb?","Arvutivõrkude alused","Majandusmatemaatika elemendid","Ei taha","Programmeerimine keeles Java 2","Ajakirjanduse praktika","Ei taha","Ei taha"
"2020/07/08 5:09:56 PM GMT +3","RXMNLLF@fakegmail.com","Samantha 143","12","Kirjandus ja film","Geoinformaatika","Keskkonnakeemia 2. periood","Meediakursus","Hiina keel 1","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Ladina keel 1","Programmeerimine keeles Java 1","Küberkaitse 1","Sissejuhatus ehitusinseneeriasse","Keskkonnakeemia 3. periood","Vaimne tervis ja selle hoidmine","Programmeerimine keeles Python 2","Joonestamine 4. periood","Joonestamine 4. periood","Psühholoogia alused","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Laboratoorsed tööd bioloogias","Ei taha","Majandusmatemaatika elemendid","Riigikaitse 2","Karjääriõpetus","Ajakirjanduse praktika"
"2020/07/08 5:10:02 PM GMT +3","DEjFHpO@fakegmail.com","Emily 144","12","Programmeerimine keeles Python 1 hommikul","Orgaaniline arhitektuur","Joonestamine 2. periood","Hispaania keel 1","Õpioskused","Inimene ja õigus","Natuurist joonistamine","Küberkaitse 1","Astrofüüsika 3. periood","Arvutite riistvara ja lisaseadmed","Ei taha","Inimene ja ühiskond 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Loogika 4. periood","Klassikaline skulptuur","Ei taha","Teater Vanemuise kultuuritänavas","Psühholoogia alused","Tänavakunst","Programmeerimine keeles Java 2","Ei taha","Ajakirjanduse praktika","Karjääriõpetus","Ajakirjanduse praktika"
"2020/07/08 5:10:06 PM GMT +3","DRgNBEn@fakegmail.com","Taylor 145","11","Finantsmõtlemine","Ei taha","Globaliseeruv maailm","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Hiina keel 1","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Ei taha","Ei taha","3D-modelleerimine 3. periood","Statistiline maailmapilt","Vaimne tervis ja selle hoidmine","Arvutite riistvara ja lisaseadmed","Loomade käitumine 4. periood","Klassikaline skulptuur","Ei taha","Teater Vanemuise kultuuritänavas","Arvutivõrkude alused","Majandusõpe","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Programmeerimine keeles Java 2","Karjääriõpetus","Projektikirjutamisõpe","Ajakirjanduse praktika"
"2020/07/08 5:10:11 PM GMT +3","RThEJqI@fakegmail.com","Emily 146","12","Finantsmõtlemine","Kirjandus ja film","Kirjandus ja film","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Hiina keel 1","Küberkaitse 1","Ei taha","Loomade käitumine 3. periood","Keskkonnakeemia 3. periood","Fotograafia 1","Ettevõtlusõpe 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Kujutav geomeetria","Kasutame füüsikat!","Riigikaitse 1","Inimene ja ühiskond 4. periood","Inimene ja ühiskond 4. periood","Ettevõtlusõpe 5. periood","Programmeerimine keeles Java 2","Liiklusfüüsika","Ei taha","Karjääriõpetus","Teadusajalugu 5. periood"
"2020/07/08 5:10:18 PM GMT +3","gbAOody@fakegmail.com","Jessica 147","10","Joonestamine 2. periood","Joonestamine 2. periood","Astrofüüsika 2. periood","Prantsuse keel 1","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Küberkaitse 1","Filosoofia 1","Ajakirjanduse alused","Vaimne tervis ja selle hoidmine","Vaimne tervis ja selle hoidmine","Ei taha","Joonestamine 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Loominguline joonistamine 2","Teater Vanemuise kultuuritänavas","Meditsiinikursus","Majandusõpe","3D-modelleerimine 5. periood","Programmeerimine keeles Java 2","Globaalne keskkond","Karjääriõpetus","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2"
"2020/07/08 5:10:23 PM GMT +3","BrzdNfX@fakegmail.com","Brianna 148","11","Programmeerimine keeles Python 1 hommikul","Kirjandus ja film","Programmeerimine keeles Python 1 hommikul","Inimene ja õigus","Õpioskused","Ei taha","Filosoofia 1","Ladina keel 1","Keemilised elemendid","Sissejuhatus ehitusinseneeriasse","Statistiline maailmapilt","Veebidisain","Ei taha","Matemaatika ajaloo elemente ja rakendusi","Kujutav geomeetria","Millest ELU koosneb?","Meditsiinikursus","Ei taha","Ettevõtlusõpe 5. periood","3D-modelleerimine 5. periood","Majandusmatemaatika elemendid","Teadusajalugu 5. periood","Projektikirjutamisõpe","Teadusajalugu 5. periood"
"2020/07/08 5:10:27 PM GMT +3","rlIPJEv@fakegmail.com","Madison 149","10","Kirjandus ja film","Kirjandus ja film","Kirjandus ja film","Hispaania keel 1","Labortöid füüsikas 10. ja 11. klassile","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Astrofüüsika 3. periood","Ajakirjanduse alused","Ladina keel 1","Keskkonnakeemia 3. periood","Ei taha","Ei taha","Ei taha","Loodusteadused, tehnoloogia ja ühiskond","Kasutame füüsikat!","Ei taha","Teater Vanemuise kultuuritänavas","Ei taha","Raamatukunst","Majandusmatemaatika elemendid","3D-modelleerimine 5. periood","Karjääriõpetus","Riigikaitse 2","CAD joonestamine"
"2020/07/08 5:10:32 PM GMT +3","ylXtGIk@fakegmail.com","Samantha 150","10","Geoinformaatika","Keskkonnakeemia 2. periood","Loominguline joonestamine 1","Programmeerimine keeles Python 1 õhtul","Hispaania keel 1","Soome keel 1","Keemilised elemendid","Keemilised elemendid","3D-modelleerimine 3. periood","Statistiline maailmapilt","Ei taha","Ei taha","Programmeerimine keeles Python 2","Kujutav geomeetria","Joonestamine 4. periood","Riigikaitse 1","Riigikaitse 1","Ei taha","Globaalne keskkond","Ettevõtlusõpe 5. periood","Tänavakunst","Riigikaitse 2","CAD joonestamine","Teadusajalugu 5. periood"
"2020/07/08 5:10:37 PM GMT +3","eOLYUrL@fakegmail.com","Taylor 151","12","Finantsmõtlemine","Joonestamine 2. periood","Joonestamine 2. periood","Astronoomia","Soome keel 1","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Keemilised elemendid","Programmeerimine keeles Java 1","Keemilised elemendid","Statistiline maailmapilt","Veebidisain","Inimene ja ühiskond 3. periood","Programmeerimine keeles Python 2","Joonestamine 4. periood","Loogika 4. periood","Ei taha","Millest ELU koosneb?","Riigikaitse 1","Majandusmatemaatika elemendid","Raamatukunst","Liiklusfüüsika","Riigikaitse 2","Karjääriõpetus","Karjääriõpetus"
"2020/07/08 5:10:42 PM GMT +3","lMcWzmI@fakegmail.com","Emily 152","10","Geoinformaatika","Globaliseeruv maailm","Ei taha","Ei taha","Õpioskused","Astronoomia","Natuurist joonistamine","Filosoofia 1","Ladina keel 1","Statistiline maailmapilt","Sissejuhatus ehitusinseneeriasse","Fotograafia 1","Loodusteadused, tehnoloogia ja ühiskond","Kujutav geomeetria","Programmeerimine keeles Python 2","Riigikaitse 1","Ei taha","Millest ELU koosneb?","Programmeerimine keeles Java 2","Majandusmatemaatika elemendid","3D-modelleerimine 5. periood","Projektikirjutamisõpe","Projektikirjutamisõpe","Riigikaitse 2"
"2020/07/08 5:10:47 PM GMT +3","HCacmTG@fakegmail.com","Brianna 153","12","Astrofüüsika 2. periood","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Ei taha","Astronoomia","Hispaania keel 1","Keemilised elemendid","Ladina keel 1","Programmeerimine keeles Java 1","Fotograafia 1","Fotograafia 1","Turundus","Loogika 4. periood","Joonestamine 4. periood","Matemaatika ajaloo elemente ja rakendusi","Psühholoogia alused","Teater Vanemuise kultuuritänavas","Psühholoogia alused","Ettevõtlusõpe 5. periood","Raamatukunst","Liiklusfüüsika","Teadusajalugu 5. periood","Ajakirjanduse praktika","Riigikaitse 2"
"2020/07/08 5:10:52 PM GMT +3","ISADklF@fakegmail.com","Olivia 154","11","Orgaaniline arhitektuur","Joonestamine 2. periood","Kirjandus ja film","Inimene ja õigus","Hiina keel 1","Labortöid füüsikas 10. ja 11. klassile","Küberkaitse 1","Natuurist joonistamine","Muusikaline kirjaoskus","Arvutite riistvara ja lisaseadmed","Statistiline maailmapilt","Statistiline maailmapilt","Loominguline joonistamine 2","Kujutav geomeetria","Kasutame füüsikat!","Ei taha","Arvutivõrkude alused","Riigikaitse 1","Programmeerimine keeles Java 2","Ettevõtlusõpe 5. periood","Programmeerimine keeles Java 2","Karjääriõpetus","Teadusajalugu 5. periood","Teadusajalugu 5. periood"
"2020/07/08 5:10:56 PM GMT +3","BozyZtd@fakegmail.com","Madison 155","11","Geoinformaatika","Globaliseeruv maailm","Joonestamine 2. periood","Soome keel 1","Astronoomia","Meediakursus","Ajakirjanduse alused","Programmeerimine keeles Java 1","Ajakirjanduse alused","Turundus","Turundus","Keskkonnakeemia 3. periood","Kasutame füüsikat!","Loominguline joonistamine 2","Kujutav geomeetria","Ei taha","Inimene ja ühiskond 4. periood","Arvutivõrkude alused","Globaalne keskkond","Ei taha","Globaalne keskkond","Projektikirjutamisõpe","Ei taha","Ei taha"
"2020/07/08 5:11:01 PM GMT +3","LAhvSHP@fakegmail.com","Sarah 156","11","Kirjandus ja film","Värvus ja kompositsioon","Kirjandus ja film","Meediakursus","Astronoomia","Astronoomia","3D-modelleerimine 3. periood","Keemilised elemendid","Ladina keel 1","Veebidisain","Arvutite riistvara ja lisaseadmed","Teadusajalugu 3. periood","Kasutame füüsikat!","Programmeerimine keeles Python 2","Klassikaline skulptuur","Meditsiinikursus","Majandusõpe","Meditsiinikursus","Filosoofia 2","Majandusmatemaatika elemendid","Filosoofia 2","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:11:05 PM GMT +3","kBLfxVs@fakegmail.com","Elizabeth 157","10","Joonestamine 2. periood","Planimeetria alused","Loominguline joonestamine 1","Hiina keel 1","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Astronoomia","Natuurist joonistamine","Loovkirjutamine","Keemilised elemendid","Sissejuhatus ehitusinseneeriasse","Keskkonnakeemia 3. periood","Sissejuhatus ehitusinseneeriasse","Matemaatika ajaloo elemente ja rakendusi","Loodusteadused, tehnoloogia ja ühiskond","Joonestamine 4. periood","Millest ELU koosneb?","Majandusõpe","Riigikaitse 1","3D-modelleerimine 5. periood","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:11:10 PM GMT +3","OFJFxbX@fakegmail.com","Taylor 158","11","Geoinformaatika","Ei taha","Astrofüüsika 2. periood","Hispaania keel 1","Ei taha","Ei taha","Ajakirjanduse alused","Ei taha","Natuurist joonistamine","Turundus","Ettevõtlusõpe 3. periood","Fotograafia 1","Kasutame füüsikat!","Klassikaline skulptuur","Matemaatika ajaloo elemente ja rakendusi","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Liiklusfüüsika","3D-modelleerimine 5. periood","Tänavakunst","Karjääriõpetus","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:11:14 PM GMT +3","DdGZNom@fakegmail.com","Grace 159","11","Planimeetria alused","Joonestamine 2. periood","Kirjandus ja film","Labortöid füüsikas 10. ja 11. klassile","Inimene ja õigus","Inimene ja õigus","Küberkaitse 1","3D-modelleerimine 3. periood","Loovkirjutamine","Inimene ja ühiskond 3. periood","Arvutite riistvara ja lisaseadmed","Arvutite riistvara ja lisaseadmed","Praktiline kommunikatsioon","Praktiline kommunikatsioon","Joonestamine 4. periood","Inimene ja ühiskond 4. periood","Riigikaitse 1","Riigikaitse 1","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Majandusmatemaatika elemendid","Riigikaitse 2","Karjääriõpetus","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:11:20 PM GMT +3","JcTnSOM@fakegmail.com","Isabella 160","12","Värvus ja kompositsioon","Loominguline joonestamine 1","Geoinformaatika","Ei taha","Linux Raspberry Pi näitel","Astronoomia","Küberkaitse 1","Natuurist joonistamine","Küberkaitse 1","Fotograafia 1","Statistiline maailmapilt","Teadusajalugu 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Praktiline kommunikatsioon","Loominguline joonistamine 2","Psühholoogia alused","Majandusõpe","Inimene ja ühiskond 4. periood","Laboratoorsed tööd bioloogias","Programmeerimine keeles Java 2","Tänavakunst","CAD joonestamine","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:11:24 PM GMT +3","liTzAqt@fakegmail.com","Isabella 161","10","Kirjandus ja film","Kirjandus ja film","Finantsmõtlemine","Õpioskused","Linux Raspberry Pi näitel","Ei taha","Ajakirjanduse alused","Küberkaitse 1","Loomade käitumine 3. periood","Arvutite riistvara ja lisaseadmed","Ettevõtlusõpe 3. periood","Keskkonnakeemia 3. periood","Praktiline kommunikatsioon","Ei taha","Praktiline kommunikatsioon","Inimene ja ühiskond 4. periood","Riigikaitse 1","Ei taha","3D-modelleerimine 5. periood","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","Karjääriõpetus","Ajakirjanduse praktika","Projektikirjutamisõpe"
"2020/07/08 5:11:29 PM GMT +3","AjxRVaF@fakegmail.com","Madison 162","11","Planimeetria alused","Loogika 2. periood","Värvus ja kompositsioon","Astronoomia","Programmeerimine keeles Python 1 õhtul","Linux Raspberry Pi näitel","Natuurist joonistamine","3D-modelleerimine 3. periood","3D-modelleerimine 3. periood","Teadusajalugu 3. periood","Vaimne tervis ja selle hoidmine","Keskkonnakeemia 3. periood","Kujutav geomeetria","Loominguline joonistamine 2","Kujutav geomeetria","Ei taha","Inimene ja ühiskond 4. periood","Ei taha","Filosoofia 2","Raamatukunst","Ei taha","CAD joonestamine","Projektikirjutamisõpe","Karjääriõpetus"
